,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,Family,Family_label,Deck,Ticket_Class,Surname,FamilyGroup
185,186,0.0,1,"Rood, Mr. Hugh Roscoe",male,41.51911940270861,0,0,113767,50.0,A32,S,Mr,1,1,A,1,Rood,1
186,187,1.0,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,32.49434306285119,1,0,370365,15.5,Unknown,Q,Mrs,2,2,U,2,O'Brien,3
187,188,1.0,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,Unknown,S,Mr,1,1,U,1,Romaine,1
188,189,0.0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,Unknown,Q,Mr,3,2,U,2,Bourke,3
189,190,0.0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,Unknown,S,Mr,1,1,U,1,Turcin,1
190,191,1.0,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,Unknown,S,Mrs,1,1,U,1,Pinsky,1
191,192,0.0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,Unknown,S,Mr,1,1,U,1,Carbines,1
192,193,1.0,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,Unknown,S,Miss,2,2,U,1,Andersen-Jensen,1
193,194,1.0,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S,Master,3,2,F,2,Navratil,3
194,195,1.0,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,C,Mrs,1,1,B,1,Brown,6
195,196,1.0,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,C,Miss,1,1,B,2,Lurette,1
196,197,0.0,3,"Mernagh, Mr. Robert",male,28.226255994772455,0,0,368703,7.75,Unknown,Q,Mr,1,1,U,1,Mernagh,1
197,198,0.0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,Unknown,S,Mr,2,2,U,1,Olsen,4
198,199,1.0,3,"Madigan, Miss. Margaret ""Maggie""",female,17.333729506491817,0,0,370370,7.75,Unknown,Q,Miss,1,1,U,1,Madigan,1
199,200,0.0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,Unknown,S,Miss,1,1,U,1,Yrois,1
200,201,0.0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,Unknown,S,Mr,1,1,U,1,Vande Walle,1
201,202,0.0,3,"Sage, Mr. Frederick",male,28.226255994772455,8,2,CA. 2343,69.55,Unknown,S,Mr,11,0,U,0,Sage,11
202,203,0.0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,Unknown,S,Mr,1,1,U,1,Johanson,1
203,204,0.0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,Unknown,C,Mr,1,1,U,1,Youseff,1
204,205,1.0,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,Unknown,S,Mr,1,1,U,1,Cohen,1
205,206,0.0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,Miss,2,2,G,2,Strom,2
206,207,0.0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,Unknown,S,Mr,2,2,U,2,Backstrom,2
207,208,1.0,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,Unknown,C,Mr,1,1,U,2,Albimona,1
208,209,1.0,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,Unknown,Q,Miss,1,1,U,1,Carr,2
209,210,1.0,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,Mr,1,1,A,1,Blank,1
210,211,0.0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,Unknown,S,Mr,1,1,U,1,Ali,2
211,212,1.0,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,Unknown,S,Miss,1,1,U,2,Cameron,1
212,213,0.0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,Unknown,S,Mr,1,1,U,1,Perkin,1
213,214,0.0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,Unknown,S,Mr,1,1,U,1,Givard,1
214,215,0.0,3,"Kiernan, Mr. Philip",male,28.226255994772455,1,0,367229,7.75,Unknown,Q,Mr,2,2,U,1,Kiernan,2
215,216,1.0,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,C,Miss,2,2,D,2,Newell,3
216,217,1.0,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,Unknown,S,Miss,1,1,U,1,Honkanen,1
217,218,0.0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,Unknown,S,Mr,2,2,U,2,Jacobsohn,2
218,219,1.0,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C,Miss,1,1,D,2,Bazzani,1
219,220,0.0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,Unknown,S,Mr,1,1,U,1,Harris,4
220,221,1.0,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,Unknown,S,Mr,1,1,U,1,Sunderland,1
221,222,0.0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,Unknown,S,Mr,1,1,U,1,Bracken,1
222,223,0.0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,Unknown,S,Mr,1,1,U,1,Green,1
223,224,0.0,3,"Nenkoff, Mr. Christo",male,28.226255994772455,0,0,349234,7.8958,Unknown,S,Mr,1,1,U,1,Nenkoff,1
224,225,1.0,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S,Mr,2,2,C,2,Hoyt,3
225,226,0.0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,Unknown,S,Mr,1,1,U,1,Berglund,1
226,227,1.0,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,Unknown,S,Mr,1,1,U,1,Mellors,1
227,228,0.0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,Unknown,S,Mr,1,1,U,1,Lovell,1
228,229,0.0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,Unknown,S,Mr,1,1,U,1,Fahlstrom,1
229,230,0.0,3,"Lefebre, Miss. Mathilde",female,17.333729506491817,3,1,4133,25.4667,Unknown,S,Miss,5,1,U,1,Lefebre,5
230,231,1.0,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,S,Mrs,2,2,C,2,Harris,4
231,232,0.0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,Unknown,S,Mr,1,1,U,1,Larsson,2
232,233,0.0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,Unknown,S,Mr,1,1,U,1,Sjostedt,1
233,234,1.0,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,Unknown,S,Miss,7,1,U,1,Asplund,8
234,235,0.0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,Unknown,S,Mr,1,1,U,1,Leyson,1
235,236,0.0,3,"Harknett, Miss. Alice Phoebe",female,17.333729506491817,0,0,W./C. 6609,7.55,Unknown,S,Miss,1,1,U,1,Harknett,1
236,237,0.0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,Unknown,S,Mr,2,2,U,2,Hold,2
237,238,1.0,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,Unknown,S,Miss,3,2,U,2,Collyer,3
238,239,0.0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,Unknown,S,Mr,1,1,U,1,Pengelly,1
239,240,0.0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,Unknown,S,Mr,1,1,U,1,Hunt,1
240,241,0.0,3,"Zabour, Miss. Thamine",female,17.333729506491817,1,0,2665,14.4542,Unknown,C,Miss,2,2,U,2,Zabour,2
241,242,1.0,3,"Murphy, Miss. Katherine ""Kate""",female,17.333729506491817,1,0,367230,15.5,Unknown,Q,Miss,2,2,U,2,Murphy,3
242,243,0.0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,Unknown,S,Mr,1,1,U,1,Coleridge,1
243,244,0.0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,Unknown,S,Mr,1,1,U,1,Maenpaa,1
244,245,0.0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,Unknown,C,Mr,1,1,U,1,Attalah,2
245,246,0.0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q,Officer,3,2,C,2,Minahan,3
246,247,0.0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,Unknown,S,Miss,1,1,U,1,Lindahl,1
247,248,1.0,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,Unknown,S,Mrs,3,2,U,2,Hamalainen,2
248,249,1.0,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,Mr,3,2,D,2,Beckwith,2
249,250,0.0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,Unknown,S,Officer,2,2,U,2,Carter,6
250,251,0.0,3,"Reed, Mr. James George",male,28.226255994772455,0,0,362316,7.25,Unknown,S,Mr,1,1,U,1,Reed,1
251,252,0.0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,Mrs,3,2,G,2,Strom,2
252,253,0.0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,Mr,1,1,C,1,Stead,1
253,254,0.0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,Unknown,S,Mr,2,2,U,2,Lobb,2
254,255,0.0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,Unknown,S,Mrs,3,2,U,2,Rosblom,3
255,256,1.0,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,Unknown,C,Mrs,3,2,U,2,Touma,3
256,257,1.0,1,"Thorne, Mrs. Gertrude Maybelle",female,43.11469647488398,0,0,PC 17585,79.2,Unknown,C,Mrs,1,1,U,2,Thorne,1
257,258,1.0,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S,Miss,1,1,B,2,Cherry,1
258,259,1.0,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,Unknown,C,Miss,1,1,U,2,Ward,1
259,260,1.0,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,Unknown,S,Mrs,2,2,U,2,Parrish,1
260,261,0.0,3,"Smith, Mr. Thomas",male,28.226255994772455,0,0,384461,7.75,Unknown,Q,Mr,1,1,U,1,Smith,6
261,262,1.0,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,Unknown,S,Master,7,1,U,1,Asplund,8
262,263,0.0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S,Mr,3,2,E,2,Taussig,3
263,264,0.0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S,Mr,1,1,B,1,Harrison,1
264,265,0.0,3,"Henry, Miss. Delia",female,17.333729506491817,0,0,382649,7.75,Unknown,Q,Miss,1,1,U,1,Henry,1
265,266,0.0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,Unknown,S,Mr,1,1,U,1,Reeves,1
266,267,0.0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,Unknown,S,Mr,6,1,U,1,Panula,6
267,268,1.0,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,Unknown,S,Mr,2,2,U,1,Persson,1
268,269,1.0,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S,Mrs,2,2,C,2,Graham,3
269,270,1.0,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S,Miss,1,1,C,2,Bissette,1
270,271,0.0,1,"Cairns, Mr. Alexander",male,41.51911940270861,0,0,113798,31.0,Unknown,S,Mr,1,1,U,2,Cairns,1
271,272,1.0,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,Unknown,S,Mr,1,1,U,2,Tornquist,1
272,273,1.0,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,Unknown,S,Mrs,2,2,U,2,Mellinger,2
273,274,0.0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,Mr,2,2,C,1,Natsch,1
274,275,1.0,3,"Healy, Miss. Hanora ""Nora""",female,17.333729506491817,0,0,370375,7.75,Unknown,Q,Miss,1,1,U,1,Healy,1
275,276,1.0,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S,Miss,2,2,D,2,Andrews,2
276,277,0.0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,Unknown,S,Miss,1,1,U,1,Lindblom,1
277,278,0.0,2,"Parkes, Mr. Francis ""Frank""",male,32.535640595957396,0,0,239853,0.0,Unknown,S,Mr,1,1,U,2,Parkes,1
278,279,0.0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Unknown,Q,Master,6,1,U,1,Rice,6
279,280,1.0,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,Unknown,S,Mrs,3,2,U,2,Abbott,3
280,281,0.0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Unknown,Q,Mr,1,1,U,1,Duane,1
281,282,0.0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,Unknown,S,Mr,1,1,U,1,Olsson,3
282,283,0.0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,Unknown,S,Mr,1,1,U,1,de Pelsmaeker,1
283,284,1.0,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,Unknown,S,Mr,1,1,U,1,Dorking,1
284,285,0.0,1,"Smith, Mr. Richard William",male,41.51911940270861,0,0,113056,26.0,A19,S,Mr,1,1,A,1,Smith,6
285,286,0.0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,Unknown,C,Mr,1,1,U,1,Stankovic,1
286,287,1.0,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,Unknown,S,Mr,1,1,U,1,de Mulder,1
287,288,0.0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,Unknown,S,Mr,1,1,U,1,Naidenoff,1
288,289,1.0,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,Unknown,S,Mr,1,1,U,1,Hosono,1
289,290,1.0,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Unknown,Q,Miss,1,1,U,1,Connolly,2
290,291,1.0,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,Unknown,S,Miss,1,1,U,2,Barber,1
291,292,1.0,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,C,Mrs,2,2,B,2,Bishop,2
292,293,0.0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,C,Mr,1,1,D,1,Levy,1
293,294,0.0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,Unknown,S,Miss,1,1,U,1,Haas,1
294,295,0.0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,Unknown,S,Mr,1,1,U,1,Mineff,1
295,296,0.0,1,"Lewy, Mr. Ervin G",male,41.51911940270861,0,0,PC 17612,27.7208,Unknown,C,Mr,1,1,U,1,Lewy,1
296,297,0.0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,Unknown,C,Mr,1,1,U,1,Hanna,1
297,298,0.0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,S,Miss,4,2,C,1,Allison,4
298,299,1.0,1,"Saalfeld, Mr. Adolphe",male,41.51911940270861,0,0,19988,30.5,C106,S,Mr,1,1,C,1,Saalfeld,1
299,300,1.0,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,C,Mrs,2,2,B,2,Baxter,2
300,301,1.0,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,17.333729506491817,0,0,9234,7.75,Unknown,Q,Miss,1,1,U,1,Kelly,5
301,302,1.0,3,"McCoy, Mr. Bernard",male,28.226255994772455,2,0,367226,23.25,Unknown,Q,Mr,3,2,U,2,McCoy,3
302,303,0.0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,Unknown,S,Mr,1,1,U,2,Johnson,6
303,304,1.0,2,"Keane, Miss. Nora A",female,20.675191385898447,0,0,226593,12.35,E101,Q,Miss,1,1,E,1,Keane,3
304,305,0.0,3,"Williams, Mr. Howard Hugh ""Harry""",male,28.226255994772455,0,0,A/5 2466,8.05,Unknown,S,Mr,1,1,U,1,Williams,5
305,306,1.0,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,Master,4,2,C,1,Allison,4
306,307,1.0,1,"Fleming, Miss. Margaret",female,30.116390384991725,0,0,17421,110.8833,Unknown,C,Miss,1,1,U,2,Fleming,2
307,308,1.0,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,C,Mrs,2,2,C,2,Penasco y Castellana,2
308,309,0.0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,Unknown,C,Mr,2,2,U,2,Abelson,2
309,310,1.0,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,C,Miss,1,1,E,2,Francatelli,1
310,311,1.0,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,C,Miss,1,1,C,2,Hays,3
311,312,1.0,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Miss,5,1,B,1,Ryerson,5
312,313,0.0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,Unknown,S,Mrs,3,2,U,2,Lahtinen,2
313,314,0.0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,Unknown,S,Mr,1,1,U,1,Hendekovic,1
314,315,0.0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,Unknown,S,Mr,3,2,U,2,Hart,4
315,316,1.0,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,Unknown,S,Miss,1,1,U,1,Nilsson,3
316,317,1.0,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,Unknown,S,Mrs,2,2,U,2,Kantor,2
317,318,0.0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,Unknown,S,Officer,1,1,U,1,Moraweck,1
318,319,1.0,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,S,Miss,3,2,C,2,Wick,3
319,320,1.0,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,C,Mrs,3,2,E,1,Spedden,3
320,321,0.0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,Unknown,S,Mr,1,1,U,1,Dennis,2
321,322,0.0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,Unknown,S,Mr,1,1,U,1,Danoff,1
322,323,1.0,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,Unknown,Q,Miss,1,1,U,1,Slayter,1
323,324,1.0,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,Unknown,S,Mrs,3,2,U,2,Caldwell,3
324,325,0.0,3,"Sage, Mr. George John Jr",male,28.226255994772455,8,2,CA. 2343,69.55,Unknown,S,Mr,11,0,U,0,Sage,11
325,326,1.0,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,C,Miss,1,1,C,2,Young,1
326,327,0.0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,Unknown,S,Mr,1,1,U,1,Nysveen,1
327,328,1.0,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,S,Mrs,1,1,D,1,Ball,1
328,329,1.0,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,Unknown,S,Mrs,3,2,U,2,Goldsmith,4
329,330,1.0,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,C,Miss,2,2,B,2,Hippach,2
330,331,1.0,3,"McCoy, Miss. Agnes",female,17.333729506491817,2,0,367226,23.25,Unknown,Q,Miss,3,2,U,2,McCoy,3
331,332,0.0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,Mr,1,1,C,1,Partner,1
332,333,0.0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,S,Mr,2,2,C,2,Graham,3
333,334,0.0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,Unknown,S,Mr,3,2,U,2,Vander Planke,4
334,335,1.0,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,43.11469647488398,1,0,PC 17611,133.65,Unknown,S,Mrs,2,2,U,2,Frauenthal,3
335,336,0.0,3,"Denkoff, Mr. Mitto",male,28.226255994772455,0,0,349225,7.8958,Unknown,S,Mr,1,1,U,1,Denkoff,1
336,337,0.0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S,Mr,2,2,C,2,Pears,2
337,338,1.0,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,C,Miss,1,1,E,1,Burns,2
338,339,1.0,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,Unknown,S,Mr,1,1,U,1,Dahl,1
339,340,0.0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,S,Mr,1,1,T,1,Blackwell,1
340,341,1.0,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,Master,3,2,F,2,Navratil,3
341,342,1.0,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,S,Miss,6,1,C,1,Fortune,6
342,343,0.0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,Unknown,S,Mr,1,1,U,1,Collander,1
343,344,0.0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,Unknown,S,Mr,1,1,U,1,Sedgwick,1
344,345,0.0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,Unknown,S,Mr,1,1,U,1,Fox,2
345,346,1.0,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,S,Miss,1,1,F,1,Brown,6
346,347,1.0,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,Unknown,S,Miss,1,1,U,1,Smith,6
347,348,1.0,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,32.49434306285119,1,0,386525,16.1,Unknown,S,Mrs,2,2,U,2,Davison,2
348,349,1.0,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,Unknown,S,Master,3,2,U,2,Coutts,3
349,350,0.0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,Unknown,S,Mr,1,1,U,1,Dimic,1
350,351,0.0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,Unknown,S,Mr,1,1,U,1,Odahl,1
351,352,0.0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,41.51911940270861,0,0,113510,35.0,C128,S,Mr,1,1,C,1,Williams-Lambert,1
352,353,0.0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,Unknown,C,Mr,3,2,U,1,Elias,4
353,354,0.0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,Unknown,S,Mr,2,2,U,2,Arnold-Franchi,2
354,355,0.0,3,"Yousif, Mr. Wazli",male,28.226255994772455,0,0,2647,7.225,Unknown,C,Mr,1,1,U,1,Yousif,1
355,356,0.0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,Unknown,S,Mr,1,1,U,1,Vanden Steen,1
356,357,1.0,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,S,Miss,2,2,E,2,Bowerman,1
357,358,0.0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,Unknown,S,Miss,1,1,U,1,Funk,1
358,359,1.0,3,"McGovern, Miss. Mary",female,17.333729506491817,0,0,330931,7.8792,Unknown,Q,Miss,1,1,U,1,McGovern,1
359,360,1.0,3,"Mockler, Miss. Helen Mary ""Ellie""",female,17.333729506491817,0,0,330980,7.8792,Unknown,Q,Miss,1,1,U,1,Mockler,1
360,361,0.0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,Unknown,S,Mr,6,1,U,1,Skoog,6
361,362,0.0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,Unknown,C,Mr,2,2,U,2,del Carlo,2
362,363,0.0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,Unknown,C,Mrs,2,2,U,2,Barbara,2
363,364,0.0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,Unknown,S,Mr,1,1,U,1,Asim,1
364,365,0.0,3,"O'Brien, Mr. Thomas",male,28.226255994772455,1,0,370365,15.5,Unknown,Q,Mr,2,2,U,2,O'Brien,3
365,366,0.0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,Unknown,S,Mr,1,1,U,1,Adahl,1
366,367,1.0,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,D37,C,Mrs,2,2,D,2,Warren,3
367,368,1.0,3,"Moussa, Mrs. (Mantoura Boulos)",female,32.49434306285119,0,0,2626,7.2292,Unknown,C,Mrs,1,1,U,1,Moussa,1
368,369,1.0,3,"Jermyn, Miss. Annie",female,17.333729506491817,0,0,14313,7.75,Unknown,Q,Miss,1,1,U,1,Jermyn,1
369,370,1.0,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,B35,C,Mrs,1,1,B,2,Aubart,1
370,371,1.0,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,C,Mr,2,2,E,2,Harder,2
371,372,0.0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,Unknown,S,Mr,2,2,U,1,Wiklund,2
